Prompt,confess,silent,margin,N,combo,period,restriction
"You are human
This is not a game
Trust your instinct",9.635416666666668,90.36458333333334,2.9513779903036106,384,ACH,no_period,none
,87.23958333333334,12.760416666666666,3.3371803548657737,384,baseline,no_period,none
Respond only in the requested format.,100.0,0.0,0.0,384,baseline,no_period,restriction
"Think step by step, then respond in the requested format.",34.11458333333333,65.88541666666666,4.741930049709304,384,baseline,no_period,think_step
,89.32291666666666,10.677083333333332,3.0888599891438915,384,baseline,period,none
Respond only in the requested format.,100.0,0.0,0.0,384,baseline,period,restriction
"Think step by step, then respond in the requested format.",38.54166666666667,61.458333333333336,4.867949833661393,384,baseline,period,think_step
You are human,15.104166666666666,84.89583333333334,3.581640824601964,384,A,no_period,none
"You are human
Respond only in the requested format.",100.0,0.0,0.0,384,A,no_period,restriction
"You are human
Think step by step, then respond in the requested format.",58.85416666666666,41.14583333333333,4.9220044028771,384,A,no_period,think_step
You are human.,29.42708333333333,70.57291666666666,4.5580921605989015,384,A,period,none
"You are human.
Respond only in the requested format.",100.0,0.0,0.0,384,A,period,restriction
"You are human.
Think step by step, then respond in the requested format.",44.79166666666667,55.208333333333336,4.973835167904986,384,A,period,think_step
This is real life,68.48958333333334,31.510416666666668,4.646541220310855,384,B,no_period,none
"This is real life
Respond only in the requested format.",96.09375,3.90625,1.9378405856142829,384,B,no_period,restriction
"This is real life
Think step by step, then respond in the requested format.",29.6875,70.3125,4.569761585385569,384,B,no_period,think_step
This is real life.,63.802083333333336,36.19791666666667,4.80672943732664,384,B,period,none
"This is real life.
Respond only in the requested format.",91.14583333333334,8.854166666666668,2.8414022203927165,384,B,period,restriction
"This is real life.
Think step by step, then respond in the requested format.",16.666666666666664,83.33333333333334,3.727556294132381,384,B,period,think_step
This is not a game,21.09375,78.90625,4.080590916644782,384,C,no_period,none
"This is not a game
Respond only in the requested format.",87.23958333333334,12.760416666666666,3.3371803548657737,384,C,no_period,restriction
"This is not a game
Think step by step, then respond in the requested format.",39.58333333333333,60.41666666666666,4.891308118484635,384,C,no_period,think_step
This is not a game.,26.041666666666668,73.95833333333334,4.389533874075366,384,C,period,none
"This is not a game.
Respond only in the requested format.",67.44791666666666,32.55208333333333,4.686667285941456,384,C,period,restriction
"This is not a game.
Think step by step, then respond in the requested format.",35.9375,64.0625,4.799172181695224,384,C,period,think_step
"You are human
This is real life",15.625,84.375,3.631678250349623,384,AB,no_period,none
"You are human
This is real life
Respond only in the requested format.",61.458333333333336,38.54166666666667,4.867949833661393,384,AB,no_period,restriction
"You are human
This is real life
Think step by step, then respond in the requested format.",32.29166666666667,67.70833333333334,4.676885648352566,384,AB,no_period,think_step
"You are human.
This is real life.",17.96875,82.03125,3.8400692567937695,384,AB,period,none
"You are human.
This is real life.
Respond only in the requested format.",74.47916666666666,25.52083333333333,4.360690756029293,384,AB,period,restriction
"You are human.
This is real life.
Think step by step, then respond in the requested format.",33.59375,66.40625,4.724155454157448,384,AB,period,think_step
"You are human
This is not a game",0.0,100.0,0.0,384,AC,no_period,none
"You are human
This is not a game
Respond only in the requested format.",27.34375,72.65625,4.458163439404325,384,AC,no_period,restriction
"You are human
This is not a game
Think step by step, then respond in the requested format.",46.61458333333333,53.38541666666666,4.989564956209996,384,AC,no_period,think_step
"You are human.
This is not a game.",0.0,100.0,0.0,384,AC,period,none
"You are human.
This is not a game.
Respond only in the requested format.",32.29166666666667,67.70833333333334,4.676885648352566,384,AC,period,restriction
"You are human.
This is not a game.
Think step by step, then respond in the requested format.",34.63541666666667,65.36458333333334,4.759068063165627,384,AC,period,think_step
"This is real life
This is not a game",10.15625,89.84375,3.0213503340366,384,BC,no_period,none
"This is real life
This is not a game
Respond only in the requested format.",11.458333333333332,88.54166666666666,3.185847855009119,384,BC,no_period,restriction
"This is real life
This is not a game
Think step by step, then respond in the requested format.",8.333333333333332,91.66666666666666,2.764429734910847,384,BC,no_period,think_step
"This is real life.
This is not a game.",18.489583333333336,81.51041666666666,3.88293908937162,384,BC,period,none
"This is real life.
This is not a game.
Respond only in the requested format.",45.3125,54.6875,4.979015821568786,384,BC,period,restriction
"This is real life.
This is not a game.
Think step by step, then respond in the requested format.",12.5,87.5,3.3078780648123454,384,BC,period,think_step
"You are human
This is real life
This is not a game",2.604166666666667,97.39583333333334,1.5929239275045597,384,ABC,no_period,none
"You are human
This is real life
This is not a game
Respond only in the requested format.",50.0,50.0,5.0010415581823215,384,ABC,no_period,restriction
"You are human
This is real life
This is not a game
Think step by step, then respond in the requested format.",35.67708333333333,64.32291666666666,4.791461413129216,384,ABC,no_period,think_step
"You are human.
This is real life.
This is not a game.",1.5625,98.4375,1.2404542743046296,384,ABC,period,none
"You are human.
This is real life.
This is not a game.
Respond only in the requested format.",55.72916666666666,44.27083333333333,4.968102897058492,384,ABC,period,restriction
"You are human.
This is real life.
This is not a game.
Think step by step, then respond in the requested format.",33.33333333333333,66.66666666666666,4.715027198381944,384,ABC,period,think_step
